Source,Target,Weight
Hamlet,The Entertainer,2
Hamlet,Othello,2
Hamlet,Sleuth,2
Hamlet,Marathon Man,2
Hamlet,The Boys from Brazil,2
Hamlet,The Happy Ending,1
The Entertainer,Othello,1
The Entertainer,Sleuth,1
Othello,Tom Jones,1
Othello,Sleuth,1
Othello,Marathon Man,1
Othello,The Boys from Brazil,1
Othello,The Prime of Miss Jean Brodie,1
Othello,Travels with My Aunt,1
Othello,California Suite,1
Othello,A Room with a View,1
Othello,Gosford Park,1
Sleuth,A Letter to Three Wives,1
Sleuth,Five Fingers,1
Sleuth,Alfie,1
Sleuth,Educating Rita,1
Sleuth,Hannah and Her Sisters,1
Sleuth,The Cider House Rules,1
Sleuth,The Quiet American,1
Sleuth,Marathon Man,1
Sleuth,The Boys from Brazil,1
Harvey,Anatomy of a Murder,1
Anatomy of a Murder,Picnic,1
Anatomy of a Murder,The Hustler,1
Anatomy of a Murder,Patton,1
Anatomy of a Murder,The Hospital,1
Lifeboat,Spellbound,1
Lifeboat,Psycho,1
Spellbound,Rear Window,1
Spellbound,Psycho,1
Rear Window,Psycho,1
Penny Serenade,None but the Lonely Heart,1
None but the Lonely Heart,The Spiral Staircase,1
None but the Lonely Heart,The Paradine Case,1
None but the Lonely Heart,Pinky,1
The Devil and Miss Jones,The More the Merrier,1
The More the Merrier,The Green Years,1
The More the Merrier,A Place in the Sun,1
The More the Merrier,Shane,1
The More the Merrier,Giant,1
The More the Merrier,The Diary of Anne Frank,1
The Song of Bernadette,The Farmer's Daughter,1
The Song of Bernadette,Johnny Belinda,1
The Song of Bernadette,Love Letters,1
The Song of Bernadette,Duel in the Sun,1
The Song of Bernadette,Love Is a Many-Splendored Thing,1
The Song of Bernadette,Gentleman's Agreement,1
The Song of Bernadette,Wilson,1
My Sister Eileen,Mourning Becomes Electra,1
My Sister Eileen,Auntie Mame,1
Mourning Becomes Electra,Sister Kenny,1
Mourning Becomes Electra,Auntie Mame,1
Auntie Mame,Sister Kenny,1
The Magnificent Ambersons,Johnny Belinda,1
Johnny Belinda,The Farmer's Daughter,1
Johnny Belinda,The Blue Veil,1
Johnny Belinda,Magnificent Obsession,1
Johnny Belinda,Hush...Hush  Sweet Charlotte,1
Joan of Arc,Cyrano de Bergerac,1
Joan of Arc,Moulin Rouge,1
Joan of Arc,Anastasia,1
Joan of Arc,Murder on the Orient Express,1
Joan of Arc,Autumn Sonata,1
Anastasia,Murder on the Orient Express,1
Murder on the Orient Express,Tom Jones,1
Murder on the Orient Express,The Dresser,1
Murder on the Orient Express,Under the Volcano,1
Murder on the Orient Express,Erin Brockovich,1
Murder on the Orient Express,Autumn Sonata,1
The Farmer's Daughter,Come to the Stable,1
Love Letters,Duel in the Sun,1
Duel in the Sun,Love Is a Many-Splendored Thing,1
Gentleman's Agreement,The Keys of the Kingdom,1
Gentleman's Agreement,Twelve O'Clock High,1
Gentleman's Agreement,To Kill a Mockingbird,1
Gentleman's Agreement,Come to the Stable,1
Gentleman's Agreement,On the Waterfront,1
Gentleman's Agreement,East of Eden,1
Gentleman's Agreement,America America,1
A Place in the Sun,The Search,1
A Place in the Sun,From Here to Eternity,1
A Place in the Sun,The Diary of Anne Frank,3
A Place in the Sun,A Patch of Blue,1
A Place in the Sun,The Poseidon Adventure,1
A Place in the Sun,Shane,1
A Place in the Sun,Giant,1
Shane,Sudden Fear,1
Shane,City Slickers,1
Shane,Giant,1
Shane,The Diary of Anne Frank,1
Giant,All the King's Men,1
Giant,East of Eden,1
Giant,The Diary of Anne Frank,1
The Diary of Anne Frank,A Patch of Blue,1
The Diary of Anne Frank,The Poseidon Adventure,1
Bonnie and Clyde,The Miracle Worker,1
Bonnie and Clyde,Reds,2
Bonnie and Clyde,Bugsy,1
Bonnie and Clyde,I Never Sang for My Father,1
Bonnie and Clyde,The French Connection,1
Bonnie and Clyde,Mississippi Burning,1
Bonnie and Clyde,Unforgiven,1
Bonnie and Clyde,Chinatown,1
Bonnie and Clyde,Network,1
Bonnie and Clyde,Rachel  Rachel,1
Bonnie and Clyde,Alice's Restaurant,1
Reds,Lonelyhearts,1
Reds,Easy Rider,1
Reds,Five Easy Pieces,1
Reds,The Last Detail,1
Reds,Chinatown,1
Reds,One Flew over the Cuckoo's Nest,1
Reds,Annie Hall,1
Reds,Interiors,1
Reds,Bugsy,2
Reds,Terms of Endearment,1
Reds,Prizzi's Honor,1
Reds,Ironweed,1
Reds,A Few Good Men,1
Reds,As Good as It Gets,1
Reds,About Schmidt,1
Reds,Marvin's Room,1
Reds,Something's Gotta Give,1
Bugsy,Gandhi,1
Bugsy,Rain Man,1
Bugsy,Sexy Beast,1
Bugsy,House of Sand and Fog,1
Shampoo,The Landlord,1
Shampoo,Voyage of the Damned,1
The Country Girl,Mogambo,1
The Spiral Staircase,Pinky,1
The Paradine Case,Pinky,1
Laura,The Razor's Edge,1
Laura,Sitting Pretty,1
Laura,The Cardinal,1
The Razor's Edge,Sitting Pretty,1
The Cardinal,The Asphalt Jungle,1
The Cardinal,Moulin Rouge,1
The Cardinal,Prizzi's Honor,1
The Lost Weekend,Stalag 17,1
The Lost Weekend,Sabrina,1
The Lost Weekend,Some Like It Hot,1
The Lost Weekend,The Apartment,1
Stalag 17,Network,1
Stalag 17,Sabrina,1
Stalag 17,Some Like It Hot,1
Stalag 17,The Apartment,1
Sabrina,The Nun's Story,1
Sabrina,Breakfast at Tiffany's,1
Sabrina,Wait until Dark,1
Sabrina,Some Like It Hot,1
Sabrina,The Apartment,1
Some Like It Hot,Mister Roberts,1
Some Like It Hot,The Apartment,3
Some Like It Hot,Days of Wine and Roses,1
Some Like It Hot,Save the Tiger,1
Some Like It Hot,The China Syndrome,1
Some Like It Hot,Tribute,1
Some Like It Hot,Missing,1
The Apartment,Mister Roberts,1
The Apartment,Some Came Running,1
The Apartment,Days of Wine and Roses,1
The Apartment,Save the Tiger,1
The Apartment,The China Syndrome,1
The Apartment,Tribute,1
The Apartment,Missing,1
The Apartment,Irma La Douce,1
The Apartment,The Turning Point,1
The Apartment,Terms of Endearment,1
The Keys of the Kingdom,Twelve O'Clock High,1
The Keys of the Kingdom,To Kill a Mockingbird,1
Twelve O'Clock High,To Kill a Mockingbird,1
Mildred Pierce,Possessed,1
Mildred Pierce,Sudden Fear,1
Possessed,Sudden Fear,1
Sudden Fear,City Slickers,1
My Week with Marilyn,Brokeback Mountain,1
My Week with Marilyn,Blue Valentine,1
My Week with Marilyn,Manchester by the Sea,1
The Blue Veil,Magnificent Obsession,1
Brief Encounter,Great Expectations,1
Brief Encounter,The Bridge on the River Kwai,1
Brief Encounter,Doctor Zhivago,1
Brief Encounter,A Passage to India,1
Great Expectations,The Bridge on the River Kwai,1
Great Expectations,Doctor Zhivago,1
Great Expectations,A Passage to India,1
The Bridge on the River Kwai,The Lavender Hill Mob,1
The Bridge on the River Kwai,Star Wars,1
The Bridge on the River Kwai,Little Dorrit,1
The Bridge on the River Kwai,Doctor Zhivago,1
The Bridge on the River Kwai,A Passage to India,1
Doctor Zhivago,The Dresser,1
Doctor Zhivago,A Passage to India,1
A Passage to India,Husbands and Wives,1
On the Waterfront,Viva Zapata!,1
On the Waterfront,Julius Caesar,1
On the Waterfront,Sayonara,1
On the Waterfront,The Godfather,1
On the Waterfront,Last Tango in Paris,1
On the Waterfront,A Dry White Season,1
On the Waterfront,The Brothers Karamazov,1
On the Waterfront,The Pawnbroker,1
On the Waterfront,In the Heat of the Night,1
On the Waterfront,East of Eden,1
On the Waterfront,America America,1
East of Eden,America America,1
Crossfire,The Bad and the Beautiful,1
The Bad and the Beautiful,Champion,1
The Bad and the Beautiful,Lust for Life,1
Smash-Up--The Story of a Woman,With a Song in My Heart,1
Smash-Up--The Story of a Woman,I Want to Live!,1
With a Song in My Heart,My Foolish Heart,1
With a Song in My Heart,The Mating Season,1
With a Song in My Heart,I'll Cry Tomorrow,1
With a Song in My Heart,I Want to Live!,1
With a Song in My Heart,Pickup on South Street,1
With a Song in My Heart,Pillow Talk,1
With a Song in My Heart,Birdman of Alcatraz,1
I Want to Live!,My Foolish Heart,1
I Want to Live!,I'll Cry Tomorrow,1
I Want to Live!,The Sound of Music,1
The Search,From Here to Eternity,3
The Search,The Nun's Story,1
The Search,The Sundowners,1
The Search,Julia,1
From Here to Eternity,Edward  My Son,1
From Here to Eternity,Elmer Gantry,1
From Here to Eternity,Birdman of Alcatraz,1
From Here to Eternity,Atlantic City,1
From Here to Eternity,The Man with the Golden Arm,1
From Here to Eternity,The King and I,1
From Here to Eternity,Heaven Knows  Mr. Allison,1
From Here to Eternity,The Sundowners,3
From Here to Eternity,The Nun's Story,1
From Here to Eternity,Julia,1
The Nun's Story,Breakfast at Tiffany's,1
The Nun's Story,Wait until Dark,1
The Nun's Story,The Sundowners,1
The Nun's Story,Julia,1
The Sundowners,Edward  My Son,1
The Sundowners,The King and I,1
The Sundowners,Heaven Knows  Mr. Allison,1
The Sundowners,Julia,1
Julia,Morgan!,1
Julia,Isadora,1
Julia,They Shoot Horses  Don't They?,1
Julia,Klute,1
Julia,Mary  Queen of Scots,1
Julia,The Man in the Glass Booth,1
Julia,All the President's Men,1
Julia,Melvin and Howard,1
Julia,Coming Home,1
Julia,The China Syndrome,1
Julia,The Morning After,1
Julia,The Bostonians,1
Julia,Howards End,1
Cyrano de Bergerac,Moulin Rouge,1
Moulin Rouge,The Asphalt Jungle,1
Moulin Rouge,Prizzi's Honor,1
Moulin Rouge,The Hours,1
Moulin Rouge,Rabbit Hole,1
Moulin Rouge,Lion,1
The Asphalt Jungle,Prizzi's Honor,1
Prizzi's Honor,Easy Rider,1
Prizzi's Honor,Five Easy Pieces,1
Prizzi's Honor,The Last Detail,1
Prizzi's Honor,Chinatown,1
Prizzi's Honor,One Flew over the Cuckoo's Nest,1
Prizzi's Honor,Terms of Endearment,1
Prizzi's Honor,Ironweed,1
Prizzi's Honor,A Few Good Men,1
Prizzi's Honor,As Good as It Gets,1
Prizzi's Honor,About Schmidt,1
Prizzi's Honor,Enemies  A Love Story,1
Prizzi's Honor,The Grifters,1
All the King's Men,The Hustler,1
The Hustler,Cat on a Hot Tin Roof,1
The Hustler,Hud,1
The Hustler,Cool Hand Luke,1
The Hustler,Absence of Malice,1
The Hustler,The Color of Money,1
The Hustler,Nobody's Fool,1
The Hustler,Road to Perdition,1
The Hustler,Patton,1
The Hustler,The Hospital,1
The Hustler,Carrie,1
The Hustler,Children of a Lesser God,1
Champion,Lust for Life,1
Champion,Bright Victory,1
Champion,Trial,1
Champion,Peyton Place,1
Champion,Some Came Running,1
Lust for Life,Viva Zapata!,1
Lust for Life,Wild Is the Wind,1
Lust for Life,Zorba the Greek,1
Bright Victory,Peyton Place,1
Bright Victory,Some Came Running,1
Trial,Peyton Place,1
Trial,Some Came Running,1
Peyton Place,Some Came Running,1
Peyton Place,The Inn of the Sixth Happiness,1
Some Came Running,Irma La Douce,1
Some Came Running,The Turning Point,1
Some Came Running,Terms of Endearment,1
Sands of Iwo Jima,True Grit,1
True Grit,The Last Picture Show,1
True Grit,Thunderbolt and Lightfoot,1
True Grit,Starman,1
True Grit,The Contender,1
True Grit,Crazy Heart,1
True Grit,Hell or High Water,1
True Grit,No Country for Old Men,1
Battleground,Give 'em Hell  Harry!,1
Edward My Son,,1
The King and I,Heaven Knows  Mr. Allison,1
The Fallen Idol,Oliver!,1
Oliver!,The Third Man,1
Network,12 Angry Men,1
Network,Sunday Bloody Sunday,1
Network,Chinatown,1
Network,Dog Day Afternoon,1
The Mating Season,Pillow Talk,1
The Mating Season,Birdman of Alcatraz,1
Pickup on South Street,Pillow Talk,1
Pickup on South Street,Birdman of Alcatraz,1
Pillow Talk,Birdman of Alcatraz,1
Birdman of Alcatraz,Elmer Gantry,1
Birdman of Alcatraz,Atlantic City,1
Caged,Interrupted Melody,1
Viva Zapata!,Julius Caesar,1
Viva Zapata!,Sayonara,1
Viva Zapata!,The Godfather,1
Viva Zapata!,Last Tango in Paris,1
Viva Zapata!,A Dry White Season,1
Viva Zapata!,Wild Is the Wind,1
Viva Zapata!,Zorba the Greek,1
Julius Caesar,Sayonara,1
Julius Caesar,The Godfather,1
Julius Caesar,Last Tango in Paris,1
Sayonara,Picnic,1
Sayonara,The Godfather,1
Sayonara,Last Tango in Paris,1
Sayonara,A Dry White Season,1
The Godfather,Last Tango in Paris,1
The Godfather,A Dry White Season,1
The Godfather,Apocalypse Now,1
The Godfather,The Great Santini,1
The Godfather,Tender Mercies,1
The Godfather,The Apostle,1
The Godfather,A Civil Action,1
The Godfather,The Judge,1
The Godfather,Serpico,1
The Godfather,The Godfather Part II,3
The Godfather,Dog Day Afternoon,1
The Godfather,...And Justice for All,1
The Godfather,Dick Tracy,1
The Godfather,Scent of a Woman,1
The Godfather,Glengarry Glen Ross,1
The Godfather,The Irishman,1
The Godfather,The Godfather  Part III,1
Last Tango in Paris,A Dry White Season,1
Last Tango in Paris,The Last Emperor,1
A Patch of Blue,The Poseidon Adventure,1
Quo Vadis,Spartacus,1
Quo Vadis,Topkapi,1
Come Fill the Cup,They Shoot Horses  Don't They?,1
They Shoot Horses  Don't They?,Teacher's Pet,1
They Shoot Horses  Don't They?,Klute,1
They Shoot Horses  Don't They?,Coming Home,1
They Shoot Horses  Don't They?,The China Syndrome,1
They Shoot Horses  Don't They?,The Morning After,1
They Shoot Horses  Don't They?,Tootsie,1
They Shoot Horses  Don't They?,Out of Africa,1
Wild Is the Wind,The Rose Tattoo,1
Wild Is the Wind,Zorba the Greek,1
The Hours,Apollo 13,1
The Hours,Boogie Nights,1
The Hours,The Truman Show,1
The Hours,The End of the Affair,1
The Hours,Pollock,1
The Hours,Billy Elliot,1
The Hours,Rabbit Hole,1
The Hours,Lion,1
The Hours,Far from Heaven,1
The Hours,Still Alice,1
The Hours,The Reader,1
Rabbit Hole,Lion,1
The Lavender Hill Mob,Star Wars,1
Star Wars,American Graffiti,1
Star Wars,Little Dorrit,1
My Cousin Rachel,Who's Afraid of Virginia Woolf?,1
My Cousin Rachel,Anne of the Thousand Days,1
My Cousin Rachel,Equus,1
Who's Afraid of Virginia Woolf?,The Robe,1
Who's Afraid of Virginia Woolf?,Raintree County,1
Who's Afraid of Virginia Woolf?,Cat on a Hot Tin Roof,1
Who's Afraid of Virginia Woolf?,Butterfield 8,1
Who's Afraid of Virginia Woolf?,The Spy Who Came In from the Cold,1
Who's Afraid of Virginia Woolf?,Anne of the Thousand Days,1
Who's Afraid of Virginia Woolf?,Equus,1
Who's Afraid of Virginia Woolf?,The Graduate,1
Who's Afraid of Virginia Woolf?,Silkwood,1
Who's Afraid of Virginia Woolf?,Working Girl,1
Anne of the Thousand Days,The Robe,1
Anne of the Thousand Days,The Spy Who Came In from the Cold,1
Anne of the Thousand Days,Equus,1
Equus,The Robe,1
Equus,The Spy Who Came In from the Cold,1
Elmer Gantry,Atlantic City,1
Atlantic City,Thelma & Louise,1
Atlantic City,Lorenzo's Oil,1
Atlantic City,The Client,1
Atlantic City,Dead Man Walking,1
Lili,The L-Shaped Room,1
Hondo,Summer and Smoke,1
Hondo,Sweet Bird of Youth,1
Hondo,Interiors,1
Summer and Smoke,Sweet Bird of Youth,1
Summer and Smoke,You're a Big Boy Now,1
Summer and Smoke,Pete 'n' Tillie,1
Summer and Smoke,Interiors,1
Summer and Smoke,The Pope of Greenwich Village,1
Summer and Smoke,The Trip to Bountiful,1
Sweet Bird of Youth,The Dark at the Top of the Stairs,1
Sweet Bird of Youth,You're a Big Boy Now,1
Sweet Bird of Youth,Pete 'n' Tillie,1
Sweet Bird of Youth,Interiors,1
Sweet Bird of Youth,The Pope of Greenwich Village,1
Sweet Bird of Youth,The Trip to Bountiful,1
Interiors,Lonelyhearts,1
Interiors,You're a Big Boy Now,1
Interiors,Pete 'n' Tillie,1
Interiors,Annie Hall,2
Interiors,The Pope of Greenwich Village,1
Interiors,The Trip to Bountiful,1
Interiors,Broadway Danny Rose,1
Interiors,Hannah and Her Sisters,1
Interiors,Crimes and Misdemeanors,1
Interiors,Bullets over Broadway,1
Interiors,Midnight in Paris,1
The Pawnbroker,In the Heat of the Night,1
In the Heat of the Night,Fiddler on the Roof,1
In the Heat of the Night,Moonstruck,1
Mister Roberts,Days of Wine and Roses,1
Mister Roberts,Save the Tiger,1
Mister Roberts,The China Syndrome,1
Mister Roberts,Missing,1
Days of Wine and Roses,Save the Tiger,1
Days of Wine and Roses,The China Syndrome,1
Days of Wine and Roses,Tribute,1
Days of Wine and Roses,Missing,1
Save the Tiger,The China Syndrome,1
Save the Tiger,Tribute,1
Save the Tiger,Missing,1
The China Syndrome,Klute,1
The China Syndrome,Coming Home,1
The China Syndrome,Tribute,1
The China Syndrome,Missing,1
The China Syndrome,The Morning After,1
Missing,Carrie,1
Missing,Tribute,1
Missing,Coal Miner's Daughter,1
Missing,The River,1
Missing,Crimes of the Heart,1
Missing,In the Bedroom,1
Rebel without a Cause,Exodus,1
Rebel without a Cause,Splendor in the Grass,1
Rebel without a Cause,Love with the Proper Stranger,1
The Bad Seed,Butterflies Are Free,1
Raintree County,Cat on a Hot Tin Roof,1
Cat on a Hot Tin Roof,Hud,1
Cat on a Hot Tin Roof,Cool Hand Luke,1
Cat on a Hot Tin Roof,Absence of Malice,1
Cat on a Hot Tin Roof,The Color of Money,1
Cat on a Hot Tin Roof,Nobody's Fool,1
Cat on a Hot Tin Roof,Road to Perdition,1
Cat on a Hot Tin Roof,Butterfield 8,1
Cat on a Hot Tin Roof,The Professionals,1
Cat on a Hot Tin Roof,In Cold Blood,1
The Three Faces of Eve,Rachel  Rachel,1
The Three Faces of Eve,Summer Wishes,1
Rachel  Rachel,Summer Wishes  Winter Dreams,1
Rachel  Rachel,Mr. & Mrs. Bridge,1
Summer Wishes  Winter Dreams, Winter Dreams,1
12 Angry Men,Dog Day Afternoon,1
Dog Day Afternoon,Serpico,1
Dog Day Afternoon,The Godfather Part II,1
Dog Day Afternoon,...And Justice for All,1
Dog Day Afternoon,Dick Tracy,1
Dog Day Afternoon,Scent of a Woman,1
Dog Day Afternoon,Glengarry Glen Ross,1
Dog Day Afternoon,The Irishman,1
The Defiant Ones,Lilies of the Field,1
Hud,Cool Hand Luke,1
Hud,Absence of Malice,1
Hud,The Color of Money,1
Hud,Nobody's Fool,1
Hud,Road to Perdition,1
Hud,I Never Sang for My Father,1
Hud,Being There,1
Hud,The Subject Was Roses,1
Cool Hand Luke,Absence of Malice,1
Cool Hand Luke,The Color of Money,1
Cool Hand Luke,Nobody's Fool,1
Cool Hand Luke,Road to Perdition,1
Absence of Malice,Close Encounters of the Third Kind,1
Absence of Malice,The Color of Money,1
Absence of Malice,Nobody's Fool,1
Absence of Malice,Road to Perdition,1
The Color of Money,Nobody's Fool,1
The Color of Money,Road to Perdition,1
Irma La Douce,The Turning Point,1
Irma La Douce,Terms of Endearment,1
The Turning Point,The Miracle Worker,1
The Turning Point,The Pumpkin Eater,1
The Turning Point,The Graduate,1
The Turning Point,Agnes of God,1
The Turning Point,Terms of Endearment,1
Terms of Endearment,Easy Rider,1
Terms of Endearment,Five Easy Pieces,1
Terms of Endearment,The Last Detail,1
Terms of Endearment,Chinatown,1
Terms of Endearment,One Flew over the Cuckoo's Nest,1
Terms of Endearment,An Officer and a Gentleman,1
Terms of Endearment,The World According to Garp,1
Terms of Endearment,Ironweed,1
Terms of Endearment,A Few Good Men,1
Terms of Endearment,As Good as It Gets,1
Terms of Endearment,About Schmidt,1
Terms of Endearment,Shadowlands,1
The Sound of Music,Mary Poppins,1
The Sound of Music,Victor/Victoria,1
Room at the Top,Ship of Fools,1
Tom Jones,The Dresser,1
Tom Jones,Under the Volcano,1
Tom Jones,Erin Brockovich,1
Tom Jones,The Chalk Garden,1
Tom Jones,The Whisperers,1
Patton,The Hospital,1
Carrie,Coal Miner's Daughter,1
Carrie,The River,1
Carrie,Crimes of the Heart,1
Carrie,In the Bedroom,1
Carrie,Children of a Lesser God,1
Children of a Lesser God,Kiss of the Spider Woman,1
Children of a Lesser God,Broadcast News,1
Children of a Lesser God,A History of Violence,1
Divorce--Italian Style,A Special Day,1
Divorce--Italian Style,Dark Eyes,1
The Miracle Worker,The Pumpkin Eater,1
The Miracle Worker,The Graduate,1
The Miracle Worker,Agnes of God,1
The Miracle Worker,Alice's Restaurant,1
The Pumpkin Eater,The Graduate,1
The Pumpkin Eater,Agnes of God,1
The Graduate,Midnight Cowboy,1
The Graduate,Lenny,1
The Graduate,Kramer vs. Kramer,1
The Graduate,Tootsie,1
The Graduate,Rain Man,1
The Graduate,Wag the Dog,1
The Graduate,Agnes of God,1
The Graduate,Silkwood,1
The Graduate,Working Girl,1
The Dresser,Breaking Away,1
The Dresser,Under the Volcano,1
The Dresser,Erin Brockovich,1
Under the Volcano,Erin Brockovich,1
Erin Brockovich,Steel Magnolias,1
Erin Brockovich,Pretty Woman,1
Erin Brockovich,Traffic,1
Erin Brockovich,August: Osage County,1
This Sporting Life,The Field,1
I Never Sang for My Father,Being There,1
I Never Sang for My Father,The French Connection,1
I Never Sang for My Father,Mississippi Burning,1
I Never Sang for My Father,Unforgiven,1
Being There,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,2001: A Space Odyssey,1
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,A Clockwork Orange,1
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Barry Lyndon,1
Mary Poppins,Victor/Victoria,1
Seance on a Wet Afternoon,Frances,1
Frances,Tootsie,1
Frances,Country,1
Frances,Sweet Dreams,1
Frances,Music Box,1
Frances,Blue Sky,1
The Prime of Miss Jean Brodie,A Room with a View,1
The Prime of Miss Jean Brodie,Gosford Park,1
Travels with My Aunt,A Room with a View,1
Travels with My Aunt,Gosford Park,1
California Suite,A Room with a View,1
California Suite,Gosford Park,1
A Room with a View,Gosford Park,1
A Room with a View,Howards End,1
A Room with a View,The Remains of the Day,1
Gosford Park,M*A*S*H,1
Gosford Park,Nashville,1
Gosford Park,The Player,1
Gosford Park,Short Cuts,1
Gosford Park,The Madness of King George,1
Gosford Park,The Queen,1
Gosford Park,The Last Station,1
Darling,McCabe & Mrs. Miller,1
Darling,Afterglow,1
Darling,Away from Her,1
Darling,Midnight Cowboy,1
Darling,Sunday Bloody Sunday,1
Midnight Cowboy,Lenny,1
Midnight Cowboy,Kramer vs. Kramer,1
Midnight Cowboy,Tootsie,1
Midnight Cowboy,Rain Man,1
Midnight Cowboy,Wag the Dog,1
Midnight Cowboy,Coming Home,1
Midnight Cowboy,Runaway Train,1
Midnight Cowboy,Ali,1
Midnight Cowboy,Farewell  My Lovely,1
Midnight Cowboy,Sunday Bloody Sunday,1
Sunday Bloody Sunday,Women in Love,1
Sunday Bloody Sunday,A Touch of Class,1
Sunday Bloody Sunday,Hedda,1
The Russians Are Coming The Russians Are Coming,The Heart Is a Lonely Hunter,1
The Russians Are Coming The Russians Are Coming,Little Miss Sunshine,1
The Heart Is a Lonely Hunter,Little Miss Sunshine,1
The Heart Is a Lonely Hunter,Argo,1
Little Miss Sunshine,Argo,1
Silkwood,The Deer Hunter,1
Silkwood,Kramer vs. Kramer,1
Silkwood,The French Lieutenant's Woman,1
Silkwood,Sophie's Choice,1
Silkwood,Out of Africa,1
Silkwood,Ironweed,1
Silkwood,A Cry in the Dark,1
Silkwood,Postcards from the Edge,1
Silkwood,The Bridges of Madison County,1
Silkwood,One True Thing,1
Silkwood,Music of the Heart,1
Silkwood,Adaptation,1
Silkwood,The Devil Wears Prada,1
Silkwood,Doubt,1
Silkwood,Julie & Julia,1
Silkwood,The Iron Lady,1
Silkwood,August: Osage County,1
Silkwood,Into the Woods,1
Silkwood,Florence Foster Jenkins,1
Silkwood,The Post,1
Silkwood,Moonstruck,1
Silkwood,Working Girl,1
Working Girl,Aliens,1
Working Girl,In & Out,1
Working Girl,Gorillas in the Mist,1
Alfie,Educating Rita,1
Alfie,Hannah and Her Sisters,1
Alfie,The Cider House Rules,1
Alfie,The Quiet American,1
Educating Rita,Hannah and Her Sisters,1
Educating Rita,The Cider House Rules,1
Educating Rita,The Quiet American,1
Educating Rita,Billy Elliot,1
Hannah and Her Sisters,Annie Hall,2
Hannah and Her Sisters,Broadway Danny Rose,1
Hannah and Her Sisters,The Cider House Rules,1
Hannah and Her Sisters,The Quiet American,1
Hannah and Her Sisters,Parenthood,1
Hannah and Her Sisters,Bullets over Broadway,3
Hannah and Her Sisters,Crimes and Misdemeanors,1
Hannah and Her Sisters,Midnight in Paris,1
The Cider House Rules,My Life as a Dog,1
The Cider House Rules,The Quiet American,1
The Sand Pebbles,12 Years a Slave,1
12 Years a Slave,Steve Jobs,1
Quiz Show,The Sting,1
Quiz Show,Ordinary People,1
Gods and Monsters,The Lord of the Rings: The Fellowship of the Ring,1
The Fortune Cookie,The Sunshine Boys,1
The Sunshine Boys,Kotch,1
Morgan!,Howards End,1
Howards End,Isadora,1
Howards End,Mary  Queen of Scots,1
Howards End,The Bostonians,1
Howards End,In the Name of the Father,1
Howards End,The Remains of the Day,3
Howards End,Sense and Sensibility,1
The French Connection,Mississippi Burning,1
The French Connection,Unforgiven,1
The French Connection,All That Jazz,1
The French Connection,The Exorcist,1
Mississippi Burning,Midnight Express,1
Mississippi Burning,Unforgiven,1
Mississippi Burning,Fargo,1
Mississippi Burning,Almost Famous,1
Mississippi Burning,North Country,1
Mississippi Burning,Three Billboards outside Ebbing  Missouri,1
Unforgiven,Mystic River,2
Unforgiven,Million Dollar Baby,3
Unforgiven,Letters from Iwo Jima,2
Chinatown,Easy Rider,1
Chinatown,Five Easy Pieces,1
Chinatown,The Last Detail,1
Chinatown,One Flew over the Cuckoo's Nest,1
Chinatown,Ironweed,1
Chinatown,A Few Good Men,1
Chinatown,As Good as It Gets,1
Chinatown,About Schmidt,1
Chinatown,Tess,1
Chinatown,The Pianist,1
Lenny,Cabaret,1
Lenny,Kramer vs. Kramer,1
Lenny,Tootsie,1
Lenny,Rain Man,1
Lenny,Wag the Dog,1
Lenny,All That Jazz,1
Kramer vs. Kramer,The Great White Hope,1
Kramer vs. Kramer,All the President's Men,1
Kramer vs. Kramer,The Deer Hunter,1
Kramer vs. Kramer,Tootsie,1
Kramer vs. Kramer,Rain Man,1
Kramer vs. Kramer,Wag the Dog,1
Kramer vs. Kramer,Testament,1
Kramer vs. Kramer,The French Lieutenant's Woman,1
Kramer vs. Kramer,Sophie's Choice,1
Kramer vs. Kramer,Out of Africa,1
Kramer vs. Kramer,Ironweed,1
Kramer vs. Kramer,A Cry in the Dark,1
Kramer vs. Kramer,Postcards from the Edge,1
Kramer vs. Kramer,The Bridges of Madison County,1
Kramer vs. Kramer,One True Thing,1
Kramer vs. Kramer,Music of the Heart,1
Kramer vs. Kramer,Adaptation,1
Kramer vs. Kramer,The Devil Wears Prada,1
Kramer vs. Kramer,Doubt,1
Kramer vs. Kramer,Julie & Julia,1
Kramer vs. Kramer,The Iron Lady,1
Kramer vs. Kramer,August: Osage County,1
Kramer vs. Kramer,Into the Woods,1
Kramer vs. Kramer,Florence Foster Jenkins,1
Kramer vs. Kramer,The Post,1
Kramer vs. Kramer,Places in the Heart,1
Tootsie,Rain Man,1
Tootsie,Wag the Dog,1
Tootsie,Country,1
Tootsie,Sweet Dreams,1
Tootsie,Music Box,1
Tootsie,Blue Sky,1
Tootsie,Out of Africa,1
Rain Man,Wag the Dog,1
Fiddler on the Roof,Moonstruck,1
Moonstruck,Bang the Drum Slowly,1
The Dirty Dozen,A Woman under the Influence,1
A Woman under the Influence,Gloria,1
Funny Girl,The Way We Were,1
Coming Home,Klute,1
Coming Home,Runaway Train,1
Coming Home,Ali,1
Coming Home,Nebraska,1
